Press_Altitude(m),Pressure(hPa),BME_Temp(C),Humidity(%),Gas(KOhms),TMP117_Temp(C),Battery_Voltage,TimeSinceStart
3221.49,682.05,8.59,42.61,60.9,8.3516,0.32,2101213
3233.43,681.03,8.57,42.12,61.08,8.3359,0.32,2106220
3245.39,679.98,8.56,42.48,60.99,8.3281,0.32,2111215
3257.48,678.93,8.54,42.53,61.13,8.3125,0.33,2116216
3270.28,677.86,8.52,42.04,60.95,8.2891,0.32,2121218
3285.4,676.64,8.51,42.43,61.13,8.2734,0.32,2126219
3303.79,675.18,8.49,42.61,61.13,8.2656,0.32,2131220
3323.02,673.53,8.47,42.06,61.04,8.25,0.32,2136233
3342.29,671.88,8.45,42.44,60.95,8.2266,0.32,2141222
3360.21,670.27,8.43,41.95,61.35,8.2031,0.32,2146224
3376.52,668.82,8.41,42.38,61.3,8.1797,0.32,2151225
3391.81,667.48,8.39,42.44,61.39,8.1562,0.32,2156226
3405.37,666.24,8.37,42.16,61.35,8.1562,0.32,2161227
3417.08,665.17,8.35,42.41,61.17,8.1172,0.33,2166235
3428.68,664.19,8.33,42.02,61.21,8.1094,0.33,2171230
3439.95,663.21,8.31,42.07,61.21,8.0859,0.33,2176231
3451.34,662.23,8.28,41.98,61.3,8.0625,0.32,2181236
3462.75,661.27,8.26,41.89,61.48,8.0547,0.32,2186233
3474.29,660.3,8.24,42.39,61.44,8.0234,0.33,2191235
3486.08,659.31,8.21,42.25,61.71,8.0078,0.33,2196242
3498.47,658.28,8.19,41.89,61.85,7.9688,0.32,2201237
3510.41,657.25,8.16,42.3,61.39,7.9609,0.32,2206238
3522.48,656.23,8.14,42.29,61.75,7.9375,0.33,2211239
3533.98,655.25,8.11,41.85,61.75,7.9141,0.32,2216241
3545.24,654.28,8.09,42.42,61.75,7.8984,0.33,2221242
3556.41,653.35,8.06,42.1,61.94,7.8594,0.33,2226253
3567.71,652.39,8.04,42.29,61.98,7.8516,0.32,2231244
3578.3,651.47,8.01,42.43,61.94,7.8281,0.34,2236246
3589.38,650.57,7.98,41.85,62.12,7.8125,0.33,2241247
3600.12,649.65,7.96,42.38,61.62,7.7813,0.34,2246248
3610.63,648.76,7.93,42.27,62.44,7.7578,0.33,2251249
3620.68,647.9,7.91,42.42,61.85,7.7422,0.34,2256257
3631.09,647.05,7.88,41.85,61.94,7.7109,0.33,2261252
3641.4,646.18,7.86,42.25,61.98,7.7031,0.33,2266253
3651.59,645.33,7.83,41.82,62.17,7.6641,0.33,2271254
3661.44,644.5,7.8,41.82,61.94,7.6563,0.34,2276255
3671.18,643.69,7.77,42.34,62.03,7.6328,0.34,2281256
3681.53,642.85,7.75,41.85,62.44,7.6094,0.33,2286264
3691.77,642,7.72,42.37,62.3,7.5781,0.34,2291259
3701.78,641.15,7.69,41.83,62.26,7.5469,0.34,2296260
3711.92,640.32,7.66,41.9,62.54,7.5391,0.34,2301261
3723.15,639.43,7.63,41.93,62.4,7.5,0.34,2306263
3734.29,638.5,7.6,41.84,62.26,7.4766,0.34,2311264
3745.55,637.58,7.58,42.34,62.35,7.4609,0.34,2316271
3756.22,636.68,7.55,42.4,62.68,7.4219,0.34,2321270
3769.1,635.69,7.52,42.42,62.54,7.3984,0.34,2326267
3783.93,634.54,7.49,42.24,62.21,7.3828,0.34,2331269
3798.55,633.33,7.46,42.02,62.68,7.3438,0.34,2336270
3812.7,632.15,7.43,41.83,62.68,7.3203,0.34,2341271
3825.77,631.05,7.4,41.82,62.49,7.2969,0.34,2346278
3837.02,630.06,7.37,42.15,62.72,7.2734,0.34,2351273
3847.18,629.19,7.34,42.39,62.58,7.2422,0.34,2356275
3857.36,628.36,7.3,41.79,62.81,7.2109,0.34,2361276
3867.17,627.54,7.28,42.29,62.77,7.1875,0.34,2366281
3876.75,626.75,7.24,42.33,62.77,7.1641,0.34,2371278
3886.47,625.97,7.21,42.31,63.1,7.1406,0.34,2376286
3895.45,625.22,7.18,42.28,62.96,7.1094,0.34,2381281
3904.32,624.49,7.15,41.83,63.34,7.0781,0.34,2386282
3913.08,623.78,7.12,42.39,62.77,7.0547,0.34,2391283
3922.09,623.06,7.09,41.86,63.34,7.0313,0.34,2396284
3931.48,622.32,7.06,41.83,63.05,7,0.34,2401286
3940.75,621.55,7.03,42.02,63.38,6.9766,0.34,2406293
3950.04,620.8,7,42.43,63.24,6.9453,0.35,2411288
3959.33,620.05,6.97,41.87,63.05,6.9219,0.34,2416289
3968.75,619.3,6.93,41.89,63.43,6.8906,0.34,2421291
3978.06,618.55,6.9,42.48,63.34,6.8672,0.35,2426292
3987.51,617.78,6.87,42.48,62.96,6.8438,0.35,2431293
3997.34,617.01,6.84,41.92,63.34,6.8203,0.34,2436300
4007.67,616.2,6.81,42.39,63.91,6.7969,0.35,2441295
4018.39,615.35,6.78,41.91,63.43,6.7656,0.34,2446297
4028.88,614.5,6.75,42.42,63.15,6.7344,0.35,2451298
4040.37,613.62,6.72,41.93,63.48,6.7109,0.35,2456299
4052.01,612.69,6.69,41.97,63.43,6.6875,0.35,2461304
4063.91,611.76,6.66,42.56,63.67,6.6641,0.35,2466308
4075.45,610.81,6.64,42.54,63.48,6.6328,0.35,2471303
4087,609.9,6.61,42.45,63.53,6.625,0.35,2476304
4098.82,608.97,6.59,42.14,63.87,6.6016,0.35,2481305
4110.02,608.06,6.56,42.13,63.91,6.5781,0.35,2486306
4121.11,607.17,6.53,42.36,63.82,6.5469,0.35,2491308
4131.96,606.31,6.51,42.02,63.62,6.5234,0.34,2496315
4142.95,605.45,6.48,42.41,63.62,6.5078,0.35,2501310
4153.96,604.57,6.45,42.26,63.91,6.4766,0.35,2506315
4165.1,603.69,6.43,42.46,63.67,6.4609,0.35,2511312
4175.37,602.85,6.4,42.61,63.43,6.4297,0.35,2516314
4185.9,602.03,6.37,42.06,63.62,6.4141,0.35,2521315
4196.57,601.2,6.34,42.61,63.77,6.3984,0.35,2526322
4207.51,600.34,6.32,42.06,63.82,6.3516,0.35,2531317
4218.2,599.49,6.29,42.04,64.16,6.3359,0.35,2536318
4229.42,598.64,6.26,42.55,64.21,6.3203,0.35,2541320
4240.4,597.77,6.24,42.55,63.82,6.2813,0.35,2546321
4251.52,596.9,6.21,42.62,63.72,6.2734,0.35,2551326
4263.29,596,6.19,42.04,63.82,6.25,0.35,2556329
4274.94,595.09,6.16,42.01,64.06,6.2344,0.35,2561325
4286.49,594.18,6.13,42.04,63.67,6.1875,0.35,2566326
4298.04,593.29,6.11,42.18,63.67,6.1797,0.35,2571327
4309.74,592.38,6.08,42.56,64.06,6.1563,0.35,2576328
4322.36,591.42,6.05,42.05,64.16,6.1328,0.36,2581329
4334.86,590.45,6.02,42.48,64.06,6.1094,0.35,2586337
4347.51,589.47,6,42.02,64.5,6.0703,0.36,2591332
4360.31,588.5,5.97,42.59,64.11,6.0547,0.35,2596333
4373.38,587.5,5.94,42.14,64.4,6.0313,0.35,2601338
4386.21,586.49,5.92,41.98,64.3,6.0078,0.35,2606336
4399.19,585.5,5.89,42.41,64.21,5.9844,0.36,2611337
4412.71,584.48,5.86,42,64.01,5.9688,0.36,2616344
4425.73,583.46,5.84,42.45,64.55,5.9453,0.36,2621339
4438.89,582.45,5.81,42,64.5,5.9063,0.36,2626340
4451.81,581.46,5.77,41.99,64.45,5.8828,0.36,2631342
4464.88,580.46,5.74,42.29,64.4,5.8516,0.36,2636343
4478.5,579.43,5.71,41.95,64.6,5.8281,0.35,2641344
4492.39,578.39,5.68,42.36,64.65,5.8047,0.37,2646355
4506.31,577.32,5.65,42.38,64.4,5.7734,0.36,2651346
4519.98,576.27,5.62,42.38,64.6,5.75,0.37,2656348
4533.8,575.22,5.59,42.5,64.8,5.7266,0.37,2661349
4547.65,574.18,5.56,41.93,64.85,5.6953,0.37,2666350
4561.12,573.14,5.52,42.49,64.6,5.6797,0.37,2671351
4574.61,572.12,5.49,42.26,64.8,5.6406,0.37,2676359
4587.45,571.13,5.46,42.01,64.95,5.6094,0.37,2681354
4600.31,570.16,5.42,42.4,65.05,5.5938,0.37,2686355
4613.33,569.19,5.39,42.19,64.75,5.5625,0.37,2691360
4626.36,568.21,5.36,41.91,65.05,5.5234,0.37,2696357
4639.41,567.23,5.32,42.23,64.95,5.5,0.37,2701359
4653.14,566.21,5.29,42.32,65.15,5.4766,0.37,2706366
4667.3,565.17,5.26,41.87,64.9,5.4453,0.37,2711361
4681.48,564.11,5.22,42.11,65.3,5.4219,0.37,2716362
4695.01,563.08,5.19,42.43,65.1,5.3828,0.38,2721363
4708.16,562.09,5.16,42.22,65.05,5.3516,0.37,2726365
4721.05,561.12,5.12,42.19,65.51,5.3281,0.37,2731366
4733.97,560.15,5.09,42.39,65.2,5.2969,0.37,2736373
4746.9,559.2,5.05,42.26,65.3,5.2656,0.37,2741372
4759.85,558.25,5.01,41.83,65,5.2344,0.38,2746370
4772.96,557.28,4.98,42.21,65.51,5.2109,0.38,2751371
4785.94,556.3,4.94,42.31,65.25,5.1563,0.39,2756372
4798.41,555.37,4.9,41.81,65.81,5.125,0.38,2761373
4810.88,554.45,4.87,42.21,65.51,5.1094,0.38,2766381
4824.2,553.5,4.83,42.36,64.9,5.0703,0.39,2771376
4837.66,552.51,4.8,42.25,65.66,5.0391,0.38,2776377
4850.47,551.55,4.76,42.34,65.71,5,0.39,2781378
4864.38,550.56,4.73,41.8,65.15,4.9688,0.39,2786383
4877.77,549.56,4.69,42.31,65.97,4.9375,0.39,2791380
4891.45,548.57,4.65,42.35,66.13,4.9141,0.4,2796388
4905.02,547.58,4.62,42.12,65.3,4.8906,0.37,2801383
4918.47,546.6,4.58,42.29,66.44,4.8516,0.38,2806384
4932.07,545.61,4.54,41.76,65.3,4.8125,0.39,2811385
4945.42,544.63,4.5,42.27,65.97,4.7891,0.39,2816387
4959.06,543.65,4.46,41.77,66.33,4.7344,0.39,2821388
4972.18,542.68,4.42,42.23,65.92,4.7109,0.39,2826395
4984.62,541.75,4.38,41.78,65.61,4.6719,0.39,2831394
4996.66,540.87,4.35,41.71,66.39,4.6406,0.39,2836391
5008.85,540,4.31,42.14,65.66,4.6016,0.39,2841393
5020.92,539.12,4.27,42.25,65.66,4.5781,0.39,2846394
5032.59,538.27,4.23,42.1,65.81,4.5469,0.41,2851395
5044.56,537.42,4.19,42.32,65.76,4.4922,0.41,2856402
5056.68,536.57,4.15,41.78,65.97,4.4609,0.4,2861398
5068.81,535.69,4.11,42.23,65.92,4.4297,0.4,2866399
5081.1,534.81,4.07,42.15,66.02,4.3984,0.41,2871400
5092.99,533.95,4.03,42.24,66.07,4.3672,0.4,2876401
5104.75,533.11,3.99,41.76,66.23,4.3203,0.4,2881402
5116.39,532.28,3.94,42.17,66.13,4.2891,0.4,2886410
5128.04,531.44,3.9,42.31,66.13,4.2578,0.4,2891405
5139.57,530.61,3.86,41.77,66.28,4.2109,0.4,2896406
5150.96,529.8,3.82,42.2,66.54,4.1875,0.41,2901407
5162.24,529,3.78,42.31,66.49,4.1484,0.41,2906408
5173.52,528.19,3.74,41.9,66.44,4.1094,0.41,2911410
5183.83,527.44,3.7,42.33,66.65,4.0781,0.41,2916417
5194.44,526.7,3.66,42.11,66.6,4.0313,0.41,2921412
5204.91,525.97,3.62,42.21,66.7,4.0078,0.4,2926417
5215.55,525.21,3.58,41.79,66.28,3.9766,0.41,2931415
5226.05,524.46,3.54,42.33,66.7,3.9375,0.41,2936416
5236.42,523.73,3.5,41.78,66.97,3.8906,0.41,2941417
5246.8,523,3.46,41.84,66.86,3.8672,0.41,2946424
5257.19,522.27,3.42,42.34,66.81,3.8281,0.41,2951419
5268.03,521.52,3.38,42.29,67.08,3.7969,0.41,2956421
5278.3,520.79,3.34,42.12,66.81,3.7578,0.41,2961422
5288.58,520.06,3.3,42.33,66.91,3.7188,0.42,2966423
5299.02,519.34,3.26,41.8,66.86,3.6797,0.41,2971428
5309.34,518.61,3.22,42.33,66.86,3.6484,0.43,2976432
5320.37,517.86,3.18,42.23,67.18,3.6094,0.41,2981427
5331.14,517.11,3.14,42.24,67.29,3.5859,0.41,2986428
5341.63,516.37,3.09,41.88,67.08,3.5234,0.41,2991429
5352.42,515.63,3.05,42.17,67.13,3.5,0.42,2996430
5363.65,514.86,3,42.01,67.45,3.4531,0.42,3001432
5374.47,514.09,2.96,42.21,67.24,3.4297,0.42,3006439
5385.29,513.35,2.92,42.35,67.29,3.3906,0.42,3011434
5396.14,512.6,2.88,41.76,67.45,3.3438,0.41,3016435
5406.85,511.86,2.83,41.93,68.05,3.3125,0.43,3021436
5418.15,511.09,2.79,42.32,67.72,3.2734,0.43,3026438
5429.46,510.31,2.75,41.83,67.4,3.2344,0.42,3031439
5440.79,509.53,2.7,42.24,67.56,3.2031,0.43,3036446
5451.7,508.76,2.66,42.32,67.51,3.1563,0.43,3041441
5462.77,508.02,2.61,42.15,67.94,3.125,0.43,3046443
5474.28,507.23,2.57,41.92,67.89,3.0703,0.43,3051444
5485.67,506.45,2.52,41.8,68,3.0313,0.43,3056445
5497.07,505.67,2.48,42.33,67.78,2.9922,0.43,3061446
5509.36,504.86,2.43,41.79,68,2.9531,0.43,3066458
5521.23,504.03,2.39,42.21,68.27,2.9219,0.43,3071449
5532.38,503.25,2.34,41.81,67.89,2.875,0.43,3076450
5544.13,502.47,2.3,41.8,68.27,2.8359,0.43,3081451
5555.31,501.69,2.25,42.24,68.16,2.7969,0.43,3086452
5566.5,500.93,2.2,42.26,68.16,2.7578,0.44,3091453
5577.86,500.16,2.16,42.06,68.16,2.7188,0.44,3096461
5589.22,499.4,2.11,42.27,68.05,2.6719,0.45,3101456
5600.46,498.63,2.06,41.84,68.55,2.6328,0.44,3106457
5611.26,497.89,2.01,42.22,68.27,2.5938,0.43,3111462
5622.67,497.14,1.96,42,68.55,2.5391,0.41,3116460
5634.09,496.37,1.92,42.27,68.83,2.5,0.45,3121461
5645.68,495.59,1.87,41.78,68.89,2.4609,0.47,3126468
5656.99,494.82,1.83,42.1,68.95,2.4297,0.44,3131463
5668.6,494.06,1.78,41.85,68.89,2.3594,0.46,3136464
5680.38,493.26,1.73,41.82,68.61,2.3359,0.44,3141466
5692.47,492.46,1.69,42.24,69.12,2.2969,0.44,3146467
5704.59,491.65,1.64,41.84,68.83,2.2422,0.45,3151468
5716.86,490.84,1.59,42.35,68.83,2.1953,0.44,3156480
5729.16,490.02,1.54,42.25,69.12,2.1563,0.46,3161470
5741.62,489.19,1.49,41.82,69.12,2.1016,0.45,3166472
5753.94,488.36,1.44,42.22,69.06,2.0625,0.44,3171473
5766.59,487.54,1.39,42.24,69.23,2.0156,0.46,3176474
5779.4,486.69,1.34,41.83,69.06,1.9844,0.46,3181475
5791.33,485.87,1.3,42.19,68.72,1.9453,0.46,3186483
5803.57,485.07,1.25,41.91,69.17,1.8906,0.46,3191478
5815.83,484.26,1.2,41.8,69.12,1.8516,0.46,3196479
5828.26,483.45,1.15,41.89,69.23,1.7969,0.46,3201480
5841.16,482.61,1.1,41.82,69.06,1.7656,0.46,3206486
5853.32,481.78,1.05,42.32,69.29,1.7266,0.47,3211483
5865.95,480.97,1,41.79,69.29,1.6797,0.46,3216490
5878.9,480.14,0.96,42.24,69.52,1.6484,0.46,3221485
5892.18,479.27,0.91,41.82,69.69,1.5859,0.46,3226486
5905.18,478.41,0.86,42.24,69.63,1.5547,0.45,3231488
5918.49,477.55,0.81,42.16,69.8,1.5,0.49,3236489
5931.83,476.69,0.76,41.81,69.57,1.4531,0.47,3241490
5945.03,475.81,0.71,42.35,69.63,1.4219,0.47,3246497
5958.41,474.94,0.66,41.84,69.57,1.3672,0.47,3251496
5971.5,474.09,0.61,42.33,69.92,1.3437,0.47,3256494
5984.76,473.24,0.56,41.79,69.63,1.2812,0.47,3261495
5998.04,472.37,0.51,42.24,69.29,1.25,0.47,3266496
6011.19,471.52,0.46,42.37,70.21,1.2031,0.48,3271497
6024.35,470.67,0.41,42.04,69.92,1.1641,0.47,3276505
6038,469.81,0.36,42.04,69.98,1.125,0.48,3281500
6052.14,468.91,0.32,41.84,69.98,1.0781,0.48,3286501
6065.83,468.01,0.26,41.87,69.98,1.0312,0.48,3291502
6079.23,467.15,0.21,42.37,70.1,0.9844,0.48,3296507
6092.5,466.3,0.16,42.24,70.39,0.9453,0.48,3301505
6105.94,465.44,0.12,41.9,70.1,0.8984,0.48,3306512
6119.4,464.57,0.07,41.88,70.27,0.8516,0.51,3311507
6132.57,463.72,0.02,42.12,70.39,0.8203,0.49,3316508
6145.6,462.89,-0.03,42.36,70.1,0.7656,0.49,3321509
6159.28,462.04,-0.09,42.19,70.21,0.7266,0.48,3326511
6172.82,461.18,-0.13,42.38,70.63,0.6875,0.49,3331512
6186.38,460.31,-0.18,42.09,70.51,0.6484,0.49,3336519
6199.65,459.47,-0.23,42.01,70.27,0.6016,0.49,3341514
6211.99,458.66,-0.28,42.41,70.45,0.5703,0.49,3346515
6224.66,457.87,-0.32,42.22,70.8,0.5234,0.49,3351517
6237.82,457.05,-0.37,42.3,70.45,0.4922,0.48,3356518
6250.37,456.24,-0.41,42.19,70.86,0.4453,0.5,3361519
6262.93,455.46,-0.46,42.26,70.45,0.4141,0.5,3366526
6275.2,454.68,-0.51,41.96,70.57,0.3438,0.5,3371522
6287,453.93,-0.56,41.89,70.86,0.3203,0.5,3376523
6298.66,453.19,-0.61,42.33,70.63,0.2734,0.5,3381524
6310.33,452.46,-0.66,41.91,70.98,0.2109,0.5,3386525
6322.18,451.72,-0.71,42.34,71.04,0.1562,0.5,3391531
6333.73,450.99,-0.76,42.18,70.51,0.1172,0.51,3396534
6344.97,450.28,-0.81,42.09,70.92,0.0781,0.5,3401529
6357.02,449.56,-0.86,42.42,71.16,0.0469,0.52,3406530
6368.77,448.82,-0.9,41.93,70.98,-0.0156,0.51,3411533
6381.18,448.06,-0.95,42.4,71.1,-0.0391,0.51,3416532
6393.77,447.29,-1,42.43,70.92,-0.0781,0.51,3421536
6405.89,446.53,-1.05,42.18,71.71,-0.1172,0.51,3426541
6417.71,445.79,-1.09,42.43,71.22,-0.1641,0.51,3431538
6429.54,445.06,-1.14,42.37,71.22,-0.2187,0.51,3436541
6440.25,444.36,-1.19,42.24,71.16,-0.2422,0.5,3441541
6451.14,443.69,-1.24,42.18,71.53,-0.2891,0.52,3446542
6462.03,443.03,-1.28,42.35,71.53,-0.3281,0.52,3451543
6473.27,442.35,-1.33,42.26,71.47,-0.3672,0.51,3456548
6483.71,441.69,-1.37,42.22,71.77,-0.4063,0.52,3461545
6494.48,441.03,-1.42,42.48,71.71,-0.4531,0.52,3466547
6505.93,440.35,-1.47,42.01,71.77,-0.5,0.52,3471548
6516.89,439.67,-1.51,41.95,71.89,-0.5469,0.52,3476549
6527.22,439.03,-1.56,42.35,71.89,-0.5703,0.52,3481552
6537.55,438.4,-1.61,41.97,72.14,-0.6172,0.52,3486556
6547.57,437.77,-1.66,42.48,72.02,-0.6641,0.53,3491553
6557.6,437.17,-1.71,42.5,72.14,-0.6953,0.53,3496554
6567.97,436.55,-1.75,42.08,72.26,-0.7344,0.53,3501553
6578.19,435.92,-1.8,42.05,72.39,-0.7891,0.53,3506556
6588.75,435.29,-1.85,41.94,72.33,-0.8281,0.53,3511558
6599.32,434.65,-1.89,42.07,72.39,-0.8672,0.53,3516563
6609.58,434.03,-1.93,42.48,72.45,-0.8906,0.53,3521558
6620.51,433.38,-1.98,41.94,72.45,-0.9297,0.53,3526563
6630.95,432.73,-2.02,42.38,72.51,-0.9766,0.53,3531563
6641.08,432.11,-2.07,42.11,72.77,-1.0234,0.53,3536564
6651.38,431.5,-2.11,42.35,72.89,-1.0547,0.53,3541565
6661.86,430.87,-2.15,42.46,72.77,-1.1016,0.54,3546570
6672.19,430.25,-2.2,41.96,73.08,-1.1328,0.54,3551567
6682.7,429.63,-2.24,42.37,72.89,-1.1719,0.54,3556569
6693.05,429,-2.28,42.19,72.83,-1.2187,0.53,3561570
6703.75,428.37,-2.33,42.09,73.15,-1.2656,0.53,3566571
6713.79,427.75,-2.37,42.52,72.89,-1.2969,0.55,3571576
6724.34,427.13,-2.41,42.43,73.02,-1.3359,0.56,3576578
6734.91,426.49,-2.45,42.54,73.02,-1.3672,0.55,3581575
6745.49,425.87,-2.5,42.29,73.02,-1.4062,0.55,3586576
6756.25,425.24,-2.54,42.39,73.34,-1.4453,0.54,3591577
6767.03,424.6,-2.58,42.31,73.46,-1.4844,0.55,3596578
6777.48,423.96,-2.62,42.37,73.27,-1.5,0.55,3601580
6787.61,423.36,-2.66,42.1,73.27,-1.5625,0.55,3606585
6797.74,422.76,-2.7,42.46,73.27,-1.5937,0.55,3611582
6808.06,422.16,-2.74,42.19,73.02,-1.6172,0.55,3616585
6818.22,421.55,-2.78,42.56,73.34,-1.6484,0.56,3621584
6829.07,420.93,-2.82,42.48,73.4,-1.6875,0.55,3626586
6839.77,420.29,-2.85,42.54,73.4,-1.7187,0.56,3631587
6850.82,419.66,-2.89,42.13,73.46,-1.7656,0.57,3636592
6861.71,419,-2.93,42.54,73.27,-1.7969,0.56,3641589
6872.27,418.38,-2.97,42.57,73.79,-1.8281,0.57,3646590
6883.36,417.74,-3,42.63,73.59,-1.8594,0.56,3651592
6894.12,417.1,-3.04,42.53,73.92,-1.8906,0.54,3656593
6905.41,416.45,-3.08,42.19,73.92,-1.9219,0.56,3661596
6916.2,415.81,-3.11,42.51,73.85,-1.9531,0.56,3666599
6927.17,415.18,-3.15,42.09,74.05,-2,0.56,3671595
6937.98,414.54,-3.19,42.61,73.85,-2.0391,0.57,3676598
6949.67,413.88,-3.22,42.26,73.72,-2.0469,0.57,3681599
6961.2,413.21,-3.25,42.07,74.24,-2.0859,0.57,3686600
6972.4,412.55,-3.29,42.26,74.11,-2.125,0.57,3691601
6983.62,411.91,-3.33,42.61,74.31,-2.1484,0.56,3696607
6995.19,411.24,-3.36,42.07,74.31,-2.1797,0.57,3701604
7006.61,410.57,-3.39,42.59,74.11,-2.2188,0.59,3706607
7018.74,409.9,-3.43,42.07,74.44,-2.25,0.55,3711604
7031.06,409.19,-3.47,42.46,74.37,-2.2813,0.57,3716608
7042.87,408.49,-3.5,42.54,74.18,-2.3203,0.58,3721609
7054.52,407.83,-3.54,42.08,74.51,-2.3594,0.58,3726614
7066.02,407.15,-3.57,42.44,74.24,-2.3906,0.58,3731611
7077.7,406.49,-3.61,42.04,74.24,-2.4141,0.58,3736612
7088.88,405.84,-3.65,42.54,74.24,-2.4531,0.59,3741614
7100.6,405.18,-3.68,42.15,74.51,-2.4922,0.58,3746615
7112.33,404.5,-3.72,42.03,74.31,-2.5156,0.59,3751618
7124.25,403.84,-3.76,42.02,74.51,-2.5625,0.59,3756621
7136.19,403.15,-3.79,42.37,74.64,-2.5938,0.58,3761618
7148.5,402.46,-3.83,42.08,74.57,-2.6172,0.59,3766620
7161.35,401.75,-3.87,42.52,74.64,-2.6563,0.59,3771621
7174.4,401.01,-3.91,42.2,74.64,-2.7031,0.59,3776622
7187.29,400.28,-3.95,41.97,74.71,-2.7422,0.59,3781623
7202.68,399.47,-3.98,42.38,74.57,-2.7656,0.59,3786629
7216.67,398.63,-4.02,42.3,74.9,-2.8047,0.59,3791626
7231.58,397.83,-4.06,42.38,74.64,-2.8203,0.59,3796629
7244.74,397.04,-4.09,42.34,74.77,-2.8438,0.6,3801628
7258.62,396.27,-4.12,42.15,74.71,-2.8828,0.6,3806629
7271.82,395.52,-4.16,42,75.24,-2.8984,0.59,3811631
7284.32,394.8,-4.19,42.07,75.04,-2.9453,0.59,3816636
7296.66,394.11,-4.22,42.31,74.84,-2.9844,0.6,3821633
7308.3,393.44,-4.26,42.26,75.17,-3,0.6,3826634
7320.31,392.77,-4.3,42.34,75.24,-3.0313,0.61,3831635
7332.16,392.12,-4.33,41.9,75.24,-3.0703,0.61,3836637
7343.13,391.48,-4.37,42.35,75.11,-3.1094,0.61,3841640
7353.93,390.88,-4.41,42.36,75.24,-3.1563,0.61,3846643
7365.29,390.27,-4.44,42.14,75.44,-3.1797,0.61,3851640
7376.48,389.64,-4.48,42.14,75.24,-3.2188,0.61,3856642
7388.04,389.01,-4.52,42.17,75.44,-3.2656,0.61,3861643
7399.08,388.38,-4.56,41.82,75.58,-3.2813,0.61,3866644
7409.77,387.79,-4.6,42.21,75.04,-3.3203,0.61,3871645
7420.84,387.19,-4.64,41.81,75.78,-3.3516,0.61,3876651
7432.1,386.57,-4.68,42,75.24,-3.3906,0.61,3881648
7443.2,385.96,-4.72,42.12,75.85,-3.4297,0.61,3886649
7454.67,385.33,-4.76,41.8,75.51,-3.4766,0.61,3891650
7465.79,384.71,-4.8,42.23,76.06,-3.5078,0.61,3896651
7477.12,384.1,-4.84,41.85,75.58,-3.5547,0.61,3901652
7488.45,383.48,-4.88,42.25,75.92,-3.5859,0.63,3906658
7500.17,382.85,-4.92,42.1,76.06,-3.625,0.62,3911655
7511.72,382.21,-4.96,42.22,76.4,-3.6406,0.63,3916656
7523.28,381.58,-5,42.19,76.13,-3.6953,0.63,3921657
7534.68,380.96,-5.04,41.69,76.2,-3.7344,0.62,3926659
7546.46,380.32,-5.08,41.96,76.2,-3.7656,0.63,3931660
7557.89,379.7,-5.12,41.79,76.2,-3.7969,0.62,3936665
7568.77,379.1,-5.16,42.08,75.65,-3.8359,0.63,3941662
7579.12,378.53,-5.21,41.88,76.13,-3.8828,0.63,3946663
7589.48,377.97,-5.25,41.74,75.92,-3.9141,0.63,3951665
7599.85,377.4,-5.29,42.07,76.75,-3.9531,0.63,3956666
7610.61,376.84,-5.33,41.65,76.33,-3.9922,0.63,3961667
7620.82,376.27,-5.37,41.85,76.4,-4.0313,0.63,3966672
7631.04,375.72,-5.42,41.8,76.54,-4.0703,0.64,3971670
7641.84,375.15,-5.46,41.57,75.99,-4.1172,0.63,3976671
7652.09,374.59,-5.5,42,76.4,-4.1563,0.64,3981672
7662.72,374.02,-5.55,41.56,76.75,-4.1953,0.64,3986673
7673.93,373.44,-5.59,42.01,76.47,-4.2422,0.63,3991674
7685.9,372.82,-5.64,41.54,76.96,-4.2813,0.64,3996680
7696.76,372.21,-5.68,41.51,76.68,-4.3281,0.64,4001677
7707.26,371.64,-5.73,41.96,76.54,-4.3672,0.64,4006678
7718.72,371.05,-5.78,41.79,76.82,-4.4063,0.68,4011679
7729.81,370.46,-5.82,41.93,76.75,-4.4453,0.65,4016680
7741.86,369.85,-5.87,41.47,76.89,-4.4922,0.65,4021682
7755.06,369.17,-5.92,41.83,77.1,-4.5313,0.67,4026687
7771.31,368.38,-5.96,41.66,76.96,-4.5625,0.64,4031684
7787.77,367.51,-6,41.83,76.61,-4.6094,0.65,4036685
7802.74,366.69,-6.05,41.85,77.46,-4.6563,0.66,4041687
7819.27,365.85,-6.09,41.36,77.46,-4.6953,0.65,4046688
7834.68,365.02,-6.13,41.8,77.25,-4.7344,0.66,4051689
7850.12,364.2,-6.18,41.71,77.39,-4.7891,0.66,4056694
7864.44,363.43,-6.23,41.26,77.18,-4.8281,0.66,4061691
7878.02,362.7,-6.27,41.38,77.82,-4.8594,0.66,4066693
7890.28,362.03,-6.32,41.64,77.53,-4.9141,0.65,4071694
7902.37,361.39,-6.37,41.25,77.75,-4.9531,0.65,4076695
7914.47,360.76,-6.41,41.69,78.4,-5,0.67,4081694
7926.4,360.14,-6.46,41.22,77.67,-5.0547,0.66,4086702
7938.72,359.52,-6.51,41.48,77.32,-5.0938,0.66,4091699
7951.46,358.86,-6.56,41.57,77.96,-5.1328,0.67,4096700
7964.02,358.2,-6.61,41.51,76.82,-5.1797,0.67,4101701
7976.79,357.54,-6.66,41.55,78.47,-5.2188,0.67,4106702
7990.35,356.87,-6.71,41.08,78.54,-5.2656,0.66,4111704
