Press_Altitude(m),Pressure(hPa),BME_Temp(C),Humidity(%),Gas(KOhms),TMP117_Temp(C),Battery_Voltage,TimeSinceStart
65.23,1005.43,3.45,56.85,44.19,3.9453,0.42,16049604
65.15,1005.43,3.48,56.9,44.38,3.9688,0.42,16054609
65.15,1005.44,3.5,56.93,44.52,3.9844,0.41,16059613
65.06,1005.45,3.52,56.98,44.19,4,0.41,16064608
65.06,1005.45,3.54,57.1,44.33,4.0234,0.41,16069609
64.98,1005.46,3.56,57.22,44.15,4.0547,0.41,16074610
65.06,1005.46,3.59,57.14,44.29,4.0703,0.4,16079611
65.15,1005.45,3.61,57.15,44.06,4.0938,0.4,16084613
65.06,1005.45,3.63,57.17,44.1,4.1172,0.4,16089620
65.15,1005.45,3.65,57.23,44.29,4.1328,0.4,16094615
65.31,1005.43,3.68,57.26,44.1,4.1563,0.4,16099616
65.23,1005.43,3.7,57.33,43.92,4.1797,0.4,16104622
65.15,1005.44,3.72,57.44,43.96,4.2031,0.41,16109619
65.15,1005.45,3.74,57.57,44.1,4.2266,0.41,16114620
65.23,1005.44,3.77,57.48,44.06,4.25,0.41,16119627
65.15,1005.45,3.79,57.57,44.1,4.2813,0.41,16124622
65.15,1005.44,3.82,57.53,43.87,4.2969,0.4,16129624
65.23,1005.44,3.84,57.53,43.96,4.3281,0.39,16134625
65.23,1005.44,3.87,57.55,43.87,4.3438,0.39,16139626
65.23,1005.44,3.89,57.58,44.01,4.3672,0.39,16144627
65.15,1005.45,3.92,57.7,43.74,4.3906,0.39,16149639
65.06,1005.45,3.94,57.73,43.83,4.4141,0.39,16154630
65.15,1005.45,3.96,57.71,43.78,4.4375,0.39,16159631
65.23,1005.43,3.99,57.7,43.78,4.4609,0.4,16164632
65.23,1005.44,4.01,57.76,43.78,4.4844,0.4,16169633
65.31,1005.43,4.04,57.79,43.64,4.5078,0.4,16174635
65.23,1005.43,4.06,57.83,43.74,4.5313,0.41,16179642
65.23,1005.44,4.09,57.89,43.74,4.5547,0.4,16184637
65.23,1005.43,4.11,57.9,43.69,4.5859,0.39,16189638
65.31,1005.43,4.14,57.9,43.64,4.6094,0.39,16194643
65.31,1005.42,4.16,57.95,43.46,4.6328,0.39,16199641
65.48,1005.42,4.19,57.96,43.42,4.6563,0.39,16204642
65.48,1005.41,4.22,57.97,43.29,4.6797,0.4,16209649
65.48,1005.41,4.24,58.01,43.37,4.7031,0.4,16214644
65.48,1005.41,4.27,58.03,43.55,4.7188,0.4,16219645
65.4,1005.41,4.29,58.06,43.51,4.7578,0.4,16224647
65.4,1005.42,4.32,58.07,43.37,4.7734,0.39,16229648
65.48,1005.41,4.34,58.09,43.33,4.8047,0.39,16234649
65.48,1005.41,4.37,58.13,43.37,4.8281,0.39,16239656
65.4,1005.42,4.4,58.17,43.2,4.8516,0.38,16244656
65.48,1005.42,4.43,58.18,43.29,4.875,0.38,16249653
65.48,1005.41,4.45,58.19,43.29,4.8984,0.38,16254654
65.48,1005.41,4.48,58.21,43.24,4.9297,0.38,16259655
65.48,1005.41,4.5,58.3,43.64,4.9453,0.38,16264656
65.4,1005.41,4.53,58.33,43.06,4.9766,0.38,16269664
65.48,1005.41,4.55,58.3,42.97,5,0.38,16274659
65.48,1005.4,4.58,58.31,43.29,5.0234,0.38,16279660
65.56,1005.4,4.6,58.33,43.29,5.0469,0.38,16284661
65.56,1005.39,4.63,58.36,43.15,5.0703,0.38,16289667
65.65,1005.4,4.65,58.42,42.71,5.0938,0.37,16294664
65.65,1005.39,4.68,58.43,43.11,5.125,0.37,16299671
65.73,1005.39,4.7,58.42,42.76,5.1406,0.37,16304666
65.82,1005.37,4.73,58.43,43.46,5.1719,0.37,16309667
65.73,1005.37,4.75,58.45,43.37,5.1875,0.37,16314669
65.82,1005.37,4.78,58.48,42.93,5.2109,0.37,16319670
65.82,1005.38,4.8,58.5,42.93,5.2344,0.38,16324671
65.73,1005.37,4.83,58.51,43.06,5.2578,0.38,16329678
65.82,1005.37,4.85,58.56,42.97,5.2813,0.38,16334678
65.9,1005.37,4.88,58.56,43.02,5.3047,0.38,16339675
65.82,1005.36,4.9,58.59,42.63,5.3359,0.37,16344676
65.9,1005.36,4.93,58.61,43.2,5.3516,0.37,16349677
65.98,1005.35,4.95,58.62,43.11,5.375,0.38,16354678
65.98,1005.35,4.97,58.65,42.76,5.3984,0.39,16359686
66.07,1005.34,5,58.67,42.97,5.4219,0.37,16364681
66.07,1005.34,5.02,58.7,43.11,5.4375,0.37,16369682
66.07,1005.34,5.04,58.71,42.54,5.4609,0.36,16374683
66.15,1005.33,5.07,58.75,42.8,5.4844,0.37,16379684
66.15,1005.32,5.09,58.76,42.84,5.5156,0.37,16384686
66.15,1005.32,5.11,58.8,42.8,5.5313,0.37,16389693
66.23,1005.32,5.13,58.82,42.54,5.5547,0.37,16394688
66.23,1005.32,5.16,58.83,42.89,5.5781,0.37,16399689
66.32,1005.32,5.18,58.87,42.5,5.5938,0.37,16404690
66.4,1005.3,5.2,58.88,42.58,5.625,0.37,16409692
66.32,1005.3,5.22,58.89,42.5,5.6406,0.37,16414693
66.32,1005.3,5.25,58.94,42.5,5.6641,0.37,16419700
66.32,1005.31,5.27,58.96,42.46,5.6875,0.36,16424695
66.32,1005.31,5.3,58.97,42.67,5.7109,0.35,16429701
66.32,1005.3,5.32,59.01,42.54,5.7266,0.36,16434698
66.23,1005.31,5.34,59.02,42.58,5.75,0.37,16439699
66.32,1005.31,5.36,59.04,42.5,5.7734,0.37,16444700
66.4,1005.3,5.39,59.07,42.24,5.7891,0.36,16449708
66.4,1005.3,5.41,59.09,42.37,5.8125,0.35,16454703
66.4,1005.29,5.43,59.19,42.33,5.8438,0.36,16459704
66.48,1005.29,5.46,59.19,42.58,5.8594,0.37,16464705
66.48,1005.29,5.48,59.17,42.2,5.8828,0.36,16469706
66.65,1005.27,5.5,59.19,42.33,5.9063,0.35,16474712
66.65,1005.27,5.53,59.2,42.33,5.9297,0.35,16479715
66.65,1005.27,5.55,59.27,42.07,5.9531,0.36,16484710
66.57,1005.27,5.57,59.26,42.03,5.9766,0.36,16489711
66.65,1005.27,5.6,59.3,42.03,6,0.35,16494712
66.65,1005.26,5.62,59.34,41.99,6.0234,0.35,16499714
66.74,1005.27,5.64,59.35,41.9,6.0469,0.35,16504715
66.65,1005.26,5.67,59.36,41.95,6.0703,0.35,16509722
66.74,1005.26,5.69,59.39,41.95,6.0938,0.35,16514717
66.65,1005.26,5.72,59.41,41.99,6.1094,0.35,16519718
66.65,1005.27,5.74,59.42,41.86,6.1328,0.35,16524720
66.65,1005.26,5.76,59.44,41.82,6.1563,0.35,16529721
66.74,1005.27,5.79,59.46,41.78,6.1797,0.35,16534722
66.82,1005.26,5.81,59.48,41.86,6.2031,0.35,16539729
66.91,1005.25,5.83,59.5,41.66,6.2266,0.35,16544724
66.99,1005.23,5.85,59.51,41.82,6.25,0.35,16549726
67.07,1005.23,5.88,59.55,41.86,6.2656,0.35,16554727
67.07,1005.22,5.9,59.58,41.49,6.2891,0.35,16559728
67.07,1005.22,5.92,59.6,41.57,6.3125,0.35,16564729
67.07,1005.21,5.95,59.61,41.57,6.3281,0.35,16569741
67.07,1005.22,5.97,59.64,41.82,6.3594,0.35,16574732
67.07,1005.22,5.99,59.66,41.66,6.3906,0.35,16579733
67.07,1005.22,6.02,59.69,41.53,6.4141,0.35,16584734
67.07,1005.22,6.04,59.72,41.66,6.4375,0.34,16589735
67.16,1005.22,6.06,59.71,41.53,6.4609,0.34,16594737
67.16,1005.21,6.09,59.74,41.62,6.4766,0.34,16599744
67.07,1005.22,6.11,59.76,41.41,6.5,0.33,16604739
67.07,1005.22,6.14,59.77,41.62,6.5234,0.34,16609740
66.99,1005.23,6.16,59.78,41.49,6.5391,0.34,16614746
67.07,1005.23,6.18,59.82,41.45,6.5703,0.35,16619743
67.07,1005.22,6.21,59.85,41.33,6.5938,0.34,16624744
67.07,1005.22,6.23,59.91,41.74,6.6094,0.34,16629751
67.16,1005.21,6.25,59.86,41.33,6.6328,0.34,16634746
67.24,1005.21,6.28,59.87,41.41,6.6563,0.35,16639748
67.24,1005.21,6.3,59.88,41.41,6.6719,0.34,16644749
67.24,1005.2,6.32,59.89,41.41,6.6953,0.33,16649750
67.32,1005.2,6.35,59.92,41.25,6.7188,0.34,16654751
67.41,1005.18,6.37,59.95,41.33,6.7422,0.34,16659759
67.41,1005.18,6.39,59.96,41.37,6.7578,0.34,16664754
67.41,1005.18,6.41,59.97,41.21,6.7813,0.34,16669755
67.49,1005.17,6.44,59.99,41.29,6.8125,0.32,16674756
67.49,1005.16,6.46,60,41.13,6.8203,0.34,16679757
67.49,1005.17,6.48,60.02,41.09,6.8359,0.34,16684759
67.49,1005.17,6.5,60.02,41.13,6.8672,0.34,16689766
67.41,1005.17,6.52,60.06,41.09,6.8828,0.34,16694761
67.58,1005.17,6.54,60.07,41.29,6.8984,0.32,16699762
67.66,1005.15,6.56,60.1,41.33,6.9219,0.34,16704763
67.74,1005.14,6.58,60.12,41.25,6.9375,0.34,16709769
67.74,1005.13,6.6,60.2,41.25,6.9609,0.34,16714766
67.91,1005.13,6.62,60.18,41.45,6.9922,0.33,16719773
67.91,1005.12,6.65,60.17,41.13,7,0.33,16724768
67.74,1005.13,6.67,60.18,41.25,7.0156,0.33,16729769
67.74,1005.14,6.69,60.2,41.25,7.0391,0.32,16734771
67.66,1005.14,6.71,60.23,41.13,7.0547,0.32,16739772
67.66,1005.15,6.73,60.23,41.05,7.0703,0.32,16744773
67.74,1005.14,6.75,60.27,41.05,7.0938,0.32,16749780
67.74,1005.13,6.77,60.27,41.09,7.1094,0.32,16754780
67.66,1005.14,6.79,60.27,41.09,7.125,0.32,16759777
67.66,1005.15,6.81,60.3,40.97,7.1484,0.32,16764778
67.58,1005.15,6.83,60.33,41.05,7.1719,0.33,16769779
67.49,1005.17,6.85,60.34,40.93,7.1875,0.33,16774780
67.41,1005.18,6.87,60.34,40.97,7.2031,0.34,16779788
67.49,1005.17,6.89,60.37,40.93,7.2266,0.32,16784783
67.58,1005.15,6.9,60.39,40.61,7.2422,0.32,16789784
67.58,1005.15,6.92,60.44,40.89,7.2578,0.32,16794785
67.66,1005.15,6.94,60.42,40.85,7.2813,0.31,16799791
67.74,1005.14,6.97,60.43,40.93,7.2969,0.31,16804788
67.83,1005.13,6.99,60.45,40.85,7.3203,0.32,16809795
67.83,1005.12,7,60.47,41.05,7.3359,0.32,16814790
67.83,1005.13,7.03,60.49,40.77,7.3516,0.33,16819791
67.83,1005.11,7.04,60.51,40.77,7.375,0.32,16824793
67.74,1005.13,7.06,60.53,40.69,7.3906,0.31,16829794
67.66,1005.13,7.08,60.55,40.81,7.4141,0.31,16834795
67.66,1005.14,7.1,60.57,40.81,7.4219,0.32,16839802
67.49,1005.15,7.12,60.6,40.85,7.4531,0.32,16844797
67.49,1005.16,7.14,60.62,40.61,7.4688,0.31,16849803
67.49,1005.16,7.16,60.64,40.57,7.4922,0.3,16854800
67.49,1005.17,7.18,60.67,40.57,7.5156,0.32,16859801
67.49,1005.16,7.2,60.72,40.49,7.5313,0.32,16864802
67.49,1005.16,7.22,60.7,40.49,7.5547,0.31,16869810
67.49,1005.16,7.25,60.71,40.53,7.5703,0.3,16874805
67.49,1005.16,7.27,60.72,40.53,7.5859,0.31,16879806
67.49,1005.16,7.29,60.75,40.46,7.6094,0.32,16884807
67.58,1005.15,7.31,60.75,40.69,7.625,0.32,16889808
67.58,1005.16,7.33,60.79,40.49,7.6563,0.32,16894814
67.66,1005.15,7.35,60.78,40.49,7.6719,0.32,16899817
67.66,1005.13,7.37,60.87,40.46,7.6953,0.31,16904812
67.58,1005.14,7.4,60.82,40.42,7.7109,0.31,16909813
67.58,1005.15,7.42,60.83,40.38,7.7344,0.3,16914814
67.49,1005.16,7.44,60.84,40.26,7.75,0.3,16919816
67.41,1005.16,7.46,60.87,40.46,7.7734,0.3,16924817
67.49,1005.17,7.48,60.92,40.26,7.7969,0.3,16929824
67.58,1005.16,7.5,60.91,40.34,7.8125,0.3,16934819
67.66,1005.15,7.52,60.89,40.26,7.8359,0.3,16939825
67.74,1005.15,7.54,60.89,40.22,7.8516,0.29,16944822
67.66,1005.14,7.56,60.91,40.15,7.875,0.3,16949823
67.74,1005.14,7.58,60.93,39.99,7.8906,0.3,16954824
67.74,1005.14,7.61,60.96,40.26,7.9141,0.3,16959832
67.74,1005.14,7.62,60.95,39.96,7.9375,0.3,16964827
67.74,1005.14,7.64,60.98,39.96,7.9531,0.3,16969828
67.83,1005.13,7.66,60.97,39.92,7.9609,0.3,16974829
67.83,1005.13,7.68,61,39.99,7.9922,0.3,16979830
67.91,1005.11,7.7,61,39.96,8.0078,0.3,16984832
67.91,1005.12,7.72,61.07,39.92,8.0312,0.3,16989839
67.99,1005.12,7.74,61.04,39.92,8.0469,0.29,16994834
67.99,1005.11,7.76,61.03,39.99,8.0625,0.28,16999835
68.08,1005.11,7.78,61.04,39.88,8.0781,0.3,17004836
68.08,1005.1,7.8,61.05,39.99,8.0937,0.3,17009838
68.08,1005.1,7.81,61.06,39.84,8.1094,0.3,17014839
68.08,1005.09,7.83,61.07,40.03,8.125,0.3,17019846
68.16,1005.09,7.85,61.09,39.84,8.1484,0.29,17024841
68.08,1005.09,7.87,61.11,39.92,8.1641,0.28,17029842
67.99,1005.11,7.88,61.13,39.88,8.1719,0.28,17034848
68.08,1005.1,7.9,61.15,39.88,8.1953,0.29,17039845
68.16,1005.09,7.92,61.17,39.77,8.2109,0.29,17044846
68.24,1005.09,7.94,61.16,39.73,8.2266,0.29,17049853
68.24,1005.08,7.96,61.19,39.73,8.2344,0.29,17054849
68.24,1005.08,7.97,61.21,39.84,8.2578,0.3,17059850
68.24,1005.08,7.99,61.23,39.8,8.2734,0.3,17064851
68.24,1005.08,8.01,61.24,39.69,8.2891,0.29,17069852
68.16,1005.09,8.03,61.28,39.47,8.3047,0.28,17074853
68.16,1005.09,8.04,61.35,39.58,8.3281,0.28,17079865
68.16,1005.09,8.06,61.34,39.62,8.3437,0.28,17084856
68.16,1005.09,8.08,61.33,39.69,8.3594,0.28,17089857
68.24,1005.08,8.1,61.34,39.47,8.375,0.28,17094858
68.24,1005.08,8.11,61.36,39.51,8.3906,0.29,17099859
68.33,1005.08,8.13,61.34,39.62,8.4062,0.29,17104861
68.24,1005.07,8.15,61.38,39.36,8.4297,0.29,17109868
68.33,1005.07,8.17,61.39,39.43,8.4375,0.3,17114863
68.5,1005.06,8.18,61.4,39.43,8.4531,0.29,17119864
68.5,1005.05,8.2,61.41,39.25,8.4766,0.28,17124866
68.5,1005.05,8.22,61.44,39.32,8.4922,0.28,17129867
68.5,1005.05,8.23,61.45,39.36,8.5078,0.28,17134868
68.41,1005.06,8.25,61.48,39.36,8.5234,0.29,17139875
68.5,1005.06,8.27,61.5,39.32,8.5391,0.29,17144870
68.58,1005.05,8.29,61.57,39.43,8.5547,0.28,17149872
68.66,1005.03,8.3,61.54,39.28,8.5781,0.28,17154873
68.75,1005.02,8.32,61.58,39.28,8.5937,0.27,17159874
68.75,1005.02,8.34,61.62,39.32,8.6094,0.28,17164875
68.75,1005.02,8.36,61.61,39.21,8.625,0.29,17169883
68.66,1005.02,8.38,61.66,39.36,8.6406,0.28,17174882
68.75,1005.02,8.4,61.73,39.17,8.6641,0.27,17179879
68.83,1005.02,8.42,61.78,39.1,8.6797,0.28,17184880
68.75,1005.02,8.44,61.81,39.17,8.7031,0.28,17189881
68.75,1005.01,8.46,61.74,39.28,8.7266,0.28,17194883
68.75,1005.02,8.48,61.73,38.99,8.7344,0.28,17199890
68.66,1005.02,8.5,61.71,39.25,8.7578,0.28,17204885
68.66,1005.03,8.52,61.71,38.99,8.7812,0.28,17209886
68.58,1005.04,8.54,61.69,39.14,8.7969,0.27,17214887
68.5,1005.04,8.55,61.76,39.1,8.8125,0.27,17219893
68.58,1005.04,8.58,61.9,38.92,8.8281,0.28,17224890
68.66,1005.03,8.59,61.99,38.92,8.8516,0.28,17229897
68.66,1005.03,8.62,61.91,39.1,8.875,0.28,17234892
68.66,1005.03,8.64,61.83,39.17,8.8906,0.27,17239894
68.75,1005.02,8.66,61.9,38.99,8.9141,0.27,17244895
68.83,1005,8.69,61.96,39.03,8.9297,0.26,17249896
68.92,1005.01,8.71,61.84,38.85,8.9531,0.26,17254897
68.83,1005,8.73,61.91,38.99,8.9687,0.27,17259905
68.92,1005,8.75,62.06,38.99,8.9922,0.27,17264900
68.92,1004.99,8.77,62.05,38.88,9.0156,0.28,17269901
69,1004.98,8.8,61.95,38.85,9.0391,0.28,17274902
69,1004.99,8.82,61.82,38.78,9.0703,0.28,17279903
69,1004.98,8.84,61.83,38.85,9.0859,0.27,17284904
69,1004.99,8.86,61.89,38.74,9.1016,0.27,17289912
69,1004.99,8.89,62.02,38.74,9.125,0.26,17294907
69,1004.99,8.91,62.09,38.67,9.1484,0.27,17299908
69,1004.98,8.93,62.08,38.74,9.1641,0.28,17304909
69.08,1004.97,8.96,61.92,38.67,9.1953,0.27,17309911
69,1004.97,8.98,61.85,38.63,9.2031,0.26,17314916
69.08,1004.97,9,61.84,38.67,9.2266,0.27,17319919
69.08,1004.98,9.02,61.88,38.67,9.2422,0.28,17324914
69.17,1004.97,9.04,61.85,38.6,9.2578,0.26,17329915
69.17,1004.97,9.06,61.85,38.63,9.2812,0.26,17334917
69.08,1004.97,9.08,61.91,38.56,9.2969,0.26,17339918
69.08,1004.98,9.1,61.86,38.46,9.3125,0.27,17344919
69,1004.98,9.12,61.84,38.56,9.3281,0.26,17349926
69,1004.99,9.14,61.86,38.53,9.3437,0.25,17354921
68.92,1004.99,9.16,61.85,38.46,9.3594,0.26,17359927
69,1004.99,9.18,61.85,38.53,9.3828,0.27,17364924
69,1004.99,9.2,61.86,38.49,9.3984,0.26,17369925
69.17,1004.97,9.21,61.87,38.42,9.4062,0.26,17374926
69.08,1004.97,9.23,61.87,38.35,9.4219,0.26,17379934
69.08,1004.98,9.25,61.85,38.35,9.4453,0.26,17384929
69.17,1004.97,9.27,61.86,38.32,9.4531,0.26,17389930
69.25,1004.96,9.29,61.85,38.32,9.4766,0.26,17394931
69.17,1004.96,9.3,61.86,38.39,9.4922,0.25,17399932
69.17,1004.96,9.32,61.87,38.25,9.5,0.26,17404938
69.17,1004.96,9.34,61.87,38.32,9.5234,0.26,17409941
69.25,1004.95,9.36,61.86,38.18,9.5312,0.26,17414936
69.34,1004.94,9.37,61.87,38.39,9.5469,0.25,17419937
69.42,1004.94,9.39,61.89,38.25,9.5625,0.25,17424939
69.42,1004.94,9.4,61.88,38.21,9.5781,0.26,17429940
69.42,1004.94,9.42,61.88,38.11,9.5859,0.26,17434941
69.42,1004.94,9.43,61.9,38.18,9.6094,0.26,17439948
69.42,1004.94,9.45,61.9,38.14,9.625,0.26,17444943
69.42,1004.93,9.46,61.89,38.11,9.6406,0.26,17449945
69.5,1004.93,9.48,61.92,38.11,9.6406,0.26,17454950
69.59,1004.92,9.49,61.91,38.11,9.6641,0.26,17459947
69.67,1004.92,9.51,61.92,38.04,9.6719,0.26,17464948
69.67,1004.91,9.52,61.93,37.97,9.6875,0.26,17469956
69.67,1004.91,9.53,61.95,38.21,9.6953,0.26,17474951
69.67,1004.91,9.55,61.98,38.08,9.7109,0.26,17479952
69.67,1004.91,9.56,61.96,37.94,9.7187,0.26,17484953
69.67,1004.91,9.58,61.97,37.97,9.7266,0.26,17489954
69.75,1004.9,9.59,61.98,37.9,9.7422,0.24,17494956
69.75,1004.9,9.6,61.98,37.97,9.75,0.24,17499967
69.92,1004.89,9.62,62,37.94,9.7656,0.24,17504958
69.92,1004.88,9.63,62,38.08,9.7734,0.24,17509959
70,1004.87,9.64,62,37.94,9.7812,0.25,17514960
70,1004.87,9.65,62.03,38.04,9.7891,0.26,17519962
69.92,1004.87,9.66,62.03,38.04,9.8047,0.25,17524963
69.92,1004.88,9.67,62.04,38.04,9.8125,0.24,17529970
69.92,1004.88,9.69,62.05,38.11,9.8281,0.25,17534965
70,1004.87,9.7,62.06,37.97,9.8281,0.26,17539966
70,1004.86,9.71,62.07,37.8,9.8437,0.24,17544972
69.92,1004.87,9.72,62.07,37.94,9.8516,0.24,17549969
69.92,1004.88,9.73,62.09,38.04,9.8594,0.25,17554970
69.92,1004.88,9.74,62.11,37.87,9.8672,0.25,17559977
69.84,1004.89,9.75,62.12,37.94,9.875,0.24,17564973
69.84,1004.89,9.76,62.15,38.04,9.8828,0.24,17569974
69.92,1004.88,9.77,62.16,38.01,9.8906,0.25,17574975
69.84,1004.88,9.78,62.17,37.97,9.8984,0.24,17579976
70,1004.88,9.79,62.19,37.87,9.9062,0.24,17584977
70.09,1004.87,9.79,62.2,37.97,9.9141,0.24,17589985
70.17,1004.85,9.8,62.22,37.94,9.9297,0.24,17594984
70.26,1004.85,9.81,62.23,37.97,9.9375,0.25,17599981
70.26,1004.84,9.82,62.25,37.77,9.9453,0.24,17604982
70.34,1004.84,9.83,62.27,37.94,9.9531,0.24,17609984
70.34,1004.83,9.84,62.27,37.9,9.9609,0.25,17614985
70.34,1004.83,9.85,62.29,38.04,9.9687,0.25,17619992
70.26,1004.84,9.86,62.31,38.18,9.9687,0.24,17624987
70.26,1004.85,9.86,62.32,38.08,9.9766,0.24,17629988
70.34,1004.84,9.87,62.33,37.9,9.9844,0.24,17634990
70.42,1004.83,9.88,62.35,38.14,9.9922,0.25,17639995
70.51,1004.82,9.89,62.37,37.94,10,0.24,17644992
70.51,1004.81,9.9,62.36,38.08,10.0078,0.23,17649999
70.34,1004.82,9.9,62.38,38.01,10.0156,0.24,17654994
70.34,1004.83,9.91,62.4,37.87,10.0156,0.25,17659996
70.42,1004.82,9.92,62.41,37.87,10.0234,0.24,17664997
70.34,1004.82,9.92,62.42,38.08,10.0312,0.24,17669998
70.34,1004.83,9.93,62.47,38.04,10.0391,0.23,17674999
70.42,1004.83,9.94,62.46,37.84,10.0469,0.24,17680007
70.51,1004.82,9.94,62.47,37.97,10.0547,0.24,17685006
70.51,1004.81,9.95,62.48,37.9,10.0547,0.25,17690003
70.59,1004.8,9.96,62.49,37.84,10.0625,0.24,17695004
70.76,1004.79,9.96,62.51,37.97,10.0703,0.23,17700005
70.84,1004.78,9.97,62.55,37.87,10.0703,0.24,17705007
71.18,1004.75,9.98,62.51,38.08,10.0781,0.24,17710014
71.18,1004.73,9.99,62.54,37.87,10.0859,0.24,17715009
71.18,1004.73,9.99,62.54,37.9,10.0859,0.23,17720010
71.26,1004.72,10,62.57,37.84,10.1016,0.24,17725011
71.35,1004.72,10.01,62.56,37.87,10.1094,0.24,17730017
71.26,1004.72,10.01,62.59,38.04,10.1094,0.24,17735014
71.35,1004.71,10.02,62.64,37.94,10.1172,0.23,17740021
71.43,1004.71,10.03,62.63,38.01,10.125,0.23,17745016
71.43,1004.7,10.04,62.62,37.84,10.125,0.23,17750018
71.51,1004.69,10.04,62.64,37.9,10.1406,0.24,17755019
71.43,1004.7,10.05,62.65,37.8,10.1406,0.24,17760020
71.43,1004.7,10.06,62.68,38.08,10.1641,0.23,17765021
71.26,1004.71,10.07,62.66,37.77,10.1641,0.23,17770029
71.35,1004.71,10.07,62.67,37.9,10.1641,0.23,17775028
71.43,1004.71,10.08,62.73,37.94,10.1719,0.24,17780025
71.43,1004.7,10.09,62.74,37.87,10.1875,0.24,17785026
71.43,1004.7,10.1,62.69,37.84,10.1953,0.24,17790027
71.51,1004.69,10.11,62.67,37.94,10.2031,0.24,17795028
71.6,1004.68,10.12,62.66,37.87,10.2031,0.24,17800036
71.6,1004.68,10.12,62.65,37.97,10.2109,0.24,17805031
71.6,1004.67,10.13,62.65,38.08,10.2187,0.24,17810032
71.6,1004.67,10.14,62.65,37.9,10.2344,0.24,17815033
71.68,1004.67,10.15,62.66,38.04,10.2344,0.24,17820039
71.6,1004.67,10.16,62.7,37.77,10.2422,0.24,17825036
71.68,1004.68,10.16,62.7,37.84,10.2578,0.24,17830043
71.68,1004.67,10.17,62.64,38.14,10.2656,0.24,17835038
71.77,1004.66,10.18,62.61,37.84,10.2656,0.23,17840039
71.77,1004.66,10.19,62.61,37.97,10.2812,0.23,17845041
71.77,1004.66,10.2,62.61,37.9,10.2891,0.23,17850042
71.77,1004.66,10.21,62.58,37.9,10.2891,0.23,17855043
71.85,1004.66,10.22,62.6,37.84,10.3047,0.24,17860050
71.77,1004.66,10.23,62.61,38.04,10.3125,0.24,17865050
71.77,1004.66,10.24,62.58,37.87,10.3203,0.23,17870047
71.68,1004.66,10.25,62.57,37.8,10.3281,0.23,17875048
71.68,1004.67,10.26,62.55,38.01,10.3359,0.23,17880049
71.77,1004.66,10.27,62.52,38.04,10.3359,0.24,17885050
71.85,1004.66,10.28,62.54,37.97,10.3594,0.24,17890058
71.77,1004.66,10.29,62.53,37.73,10.3672,0.23,17895053
71.68,1004.66,10.3,62.52,37.8,10.375,0.23,17900054
71.68,1004.67,10.31,62.49,37.77,10.3906,0.23,17905055
71.6,1004.68,10.32,62.47,37.8,10.3906,0.24,17910061
71.6,1004.68,10.33,62.42,38.18,10.4062,0.23,17915058
71.68,1004.68,10.34,62.38,37.77,10.4141,0.23,17920065
71.77,1004.67,10.35,62.4,38.01,10.4219,0.23,17925060
71.77,1004.66,10.36,62.36,37.77,10.4297,0.23,17930061
71.77,1004.66,10.37,62.36,37.87,10.4375,0.24,17935063
71.68,1004.66,10.39,62.34,37.77,10.4531,0.23,17940064
71.68,1004.67,10.4,62.32,37.8,10.4687,0.23,17945065
71.77,1004.66,10.41,62.31,37.97,10.4687,0.23,17950072
71.85,1004.65,10.42,62.26,38.01,10.4844,0.23,17955072
72.02,1004.64,10.43,62.24,37.84,10.4844,0.23,17960069
72.1,1004.63,10.44,62.2,37.84,10.5,0.23,17965070
72.18,1004.61,10.45,62.17,37.87,10.5078,0.23,17970071
72.18,1004.61,10.46,62.16,37.84,10.5234,0.24,17975072
72.18,1004.6,10.47,62.18,37.8,10.5312,0.23,17980080
72.35,1004.59,10.49,62.14,37.84,10.5391,0.23,17985075
72.35,1004.58,10.5,62.14,37.63,10.5547,0.22,17990076
72.35,1004.58,10.51,62.09,37.87,10.5625,0.23,17995077
72.52,1004.57,10.52,62.05,37.7,10.5703,0.23,18000082
72.6,1004.56,10.53,62.06,37.8,10.5859,0.23,18005080
72.6,1004.56,10.55,62.04,37.87,10.6016,0.22,18010087
72.52,1004.56,10.56,61.99,37.97,10.6094,0.23,18015082
72.52,1004.56,10.57,61.98,37.73,10.6172,0.23,18020083
72.69,1004.55,10.58,61.94,37.7,10.6328,0.23,18025084
72.86,1004.53,10.6,61.92,37.87,10.6406,0.22,18030086
72.86,1004.52,10.61,61.89,37.73,10.6484,0.23,18035087
72.94,1004.52,10.62,61.88,37.7,10.6641,0.23,18040094
72.94,1004.51,10.63,61.84,37.73,10.6797,0.23,18045093
72.94,1004.51,10.65,61.81,37.7,10.6953,0.22,18050091
73.02,1004.51,10.66,61.76,37.6,10.7031,0.23,18055092
73.02,1004.51,10.67,61.71,37.63,10.7109,0.23,18060093
73.02,1004.51,10.68,61.64,37.77,10.7187,0.23,18065094
73.02,1004.5,10.69,61.6,37.8,10.7344,0.23,18070102
72.94,1004.5,10.71,61.58,37.77,10.7422,0.21,18075097
73.02,1004.51,10.72,61.56,37.84,10.75,0.23,18080098
72.94,1004.51,10.73,61.57,37.73,10.7656,0.23,18085099
72.77,1004.52,10.74,61.51,37.56,10.7812,0.23,18090104
72.86,1004.53,10.76,61.48,37.7,10.7891,0.22,18095101
72.86,1004.52,10.77,61.41,37.97,10.8047,0.23,18100109
72.86,1004.52,10.78,61.37,37.7,10.8125,0.23,18105104
